id,gender,military_time,age,latitude,longitude
613,Male,21:40,25,22.829287,107.200654
614,Male,8:01,65,-28.2446355,-48.6764133
615,Male,16:10,11,57.414834,56.969379
616,Male,13:25,70,38.119756,23.8661305
617,Female,13:34,25,57.14667,33.10753
618,Female,13:50,39,48.878715,17.2335614
619,Female,9:54,99,49.3320487,15.6123444
620,Male,17:18,96,63.8223321,20.2753893
621,Female,11:50,88,-6.3783847,-41.8004409
622,Male,1:42,97,14.6052661,121.1206771
623,Female,11:52,28,6.1244023,100.3674801
624,Female,6:48,29,61.1699194,33.0828972
625,Female,19:33,17,40.22,-74.74
626,Female,21:21,45,1.6562817,-77.1788048
627,Male,2:44,80,46.8619132,42.1175494
628,Female,2:52,59,15.79903,120.4542479
629,Female,12:50,20,45.6834469,-73.4248393
630,Male,10:44,32,6.0343516,124.5217429
631,Male,11:55,45,-6.9796136,110.4269535
632,Female,2:44,68,-7.3145841,112.7576691
633,Male,2:48,88,30.387552,120.174895
634,Male,18:00,21,-10.7072554,22.22946
635,Male,0:28,11,-37.0680421,-12.3113147
636,Female,3:02,35,47.173426,125.9063009
637,Male,5:42,53,-38.9156735,-67.9800178
638,Male,17:49,74,48.081286,20.7644305
639,Male,7:53,49,37.646108,120.477813
640,Male,18:49,73,58.6842321,15.7861546
641,Male,20:48,56,12.13372,6.825526
642,Male,21:24,67,8.3796569,123.4261608
643,Female,14:27,58,45.674028,38.856404
644,Male,1:16,44,49.7529886,21.9739202
645,Male,19:03,44,34.727798,109.264659
646,Male,19:30,14,39.3072275,-9.2859032
647,Male,13:27,24,42.6586378,18.1013637
648,Male,2:24,29,19.8488549,-71.6514216
649,Male,5:27,75,9.2727457,-65.7698663
650,Male,21:17,49,42.88,-78.83
651,Female,18:11,22,55.2474741,24.7743055
652,Male,7:52,69,8.5328493,124.5621837
653,Male,9:48,79,-7.4782808,-69.8597406
654,Male,7:02,11,9.7532927,124.2968273
655,Female,23:45,89,32.101031,114.125656
656,Male,6:37,50,47.35,103.4166669
657,Female,12:32,89,47.785421,-3.2602564
658,Female,13:36,76,40.862786,-8.4731932
659,Female,20:22,89,-22.570834,-47.4147321
660,Female,14:43,90,28.043337,117.043407
661,Male,3:07,52,45.5080397,-73.564543
662,Female,17:23,50,36.6493964,139.8816085
663,Female,16:57,98,38.7157106,-9.3069187
664,Female,3:04,57,-21.9896473,-47.4220818
665,Male,18:18,55,-7.7090989,109.6922026
666,Female,11:40,73,52.24396,19.6259601
667,Female,4:36,32,32.19828,119.47016
668,Female,11:56,54,56.864192,60.6396711
669,Male,5:53,68,11.6794479,-84.7015108
670,Female,8:53,41,-6.148922,106.191761
671,Male,23:45,46,47.0203207,-68.1435046
672,Female,6:12,69,-3.4892191,114.8804853
673,Female,6:28,14,23.353501,116.078631
674,Male,2:57,54,44.8158674,20.4734419
675,Female,13:54,39,0.3407154,127.8300034
676,Female,21:49,76,28.922003,110.898783
677,Male,2:41,90,-2.8385304,32.4212424
678,Female,18:39,53,50.0957911,16.984906
679,Female,19:24,50,34.477861,110.084789
680,Female,11:25,33,30.108216,104.677091
681,Female,0:33,98,39.8647755,-8.9052753
682,Male,10:46,27,49.6306384,6.0346235
683,Female,3:50,56,54.8,24.45
684,Female,7:52,86,14.5769063,120.9959319
685,Female,10:13,88,42.9598744,-81.2353612
686,Male,14:00,30,50.0072402,18.4458999
687,Male,9:00,99,41.4655177,-8.577596
688,Female,12:57,81,51.5144022,21.1235461
689,Female,5:19,57,34.0740905,70.2884528
690,Female,18:57,73,14.1005099,-1.6226538
691,Female,13:55,93,60.008624,30.412653
692,Female,0:32,64,22.517585,113.39277
693,Male,9:36,72,-6.8435796,106.8296372
694,Female,23:10,25,24.1838881,120.617471
695,Male,1:59,72,55.6751524,12.5742882
696,Male,12:19,90,39.822507,109.963338
697,Female,12:42,57,59.3409629,18.0669843
698,Female,2:53,35,14.3758164,121.0390378
699,Male,5:20,69,65.8255044,21.6501051
700,Male,0:55,85,13.8135951,100.4227992
701,Female,6:09,59,41.3888512,-8.4334674
702,Male,13:43,56,-6.3503773,106.8974964
703,Female,14:47,78,29.510961,106.658065
704,Female,19:41,62,54.4691259,38.7201031
705,Female,2:02,76,-12.5465375,-38.7110678
706,Female,11:59,98,18.278467,100.179649
707,Female,2:09,76,45.6518526,16.5355901
708,Female,19:32,47,36.650038,101.766228
709,Female,0:55,14,55.8884553,21.2431408
710,Female,3:12,62,36.3384589,25.4333251
711,Male,8:23,77,23.945891,104.412274
712,Female,11:22,89,48.6299901,24.472416
713,Female,17:18,51,-17.8119748,-50.5981252
714,Male,8:47,87,37.7525244,139.1650556
715,Male,7:30,73,57.4572354,40.5773582
716,Female,10:54,30,36.0941745,28.0162191
717,Male,2:06,75,15.0634836,-88.2290783
718,Female,12:47,82,-13.7947125,-70.4719705
719,Male,22:18,32,38.6640687,-8.9161487
720,Male,12:05,53,41.4592281,-8.1841929
721,Female,10:36,38,32.08543,35.33005
722,Female,18:31,65,38.4507739,140.3089223
723,Female,14:26,70,28.008237,114.033247
724,Female,3:48,69,58.9108802,17.9314968
725,Male,3:40,46,57.7193113,55.3891197
726,Female,14:51,70,7.7019624,124.7496736
727,Male,3:20,53,55.7133263,37.8049211
728,Female,13:52,89,39.609109,2.6362975
729,Female,13:04,16,29.919421,121.085794
730,Male,2:00,37,22.2795961,-80.5716199
731,Male,3:11,96,27.948308,109.599191
732,Female,10:45,27,-17.0806813,-40.9387356
733,Male,19:34,59,-7.7607338,112.1698476
734,Female,20:31,18,24.066095,108.664778
735,Female,18:26,62,38.8,-77.05
736,Female,8:26,45,-8.0030419,114.3103718
737,Female,17:43,23,28.533752,100.270651
738,Male,17:15,44,41.3400747,21.5500203
739,Female,19:23,80,-32.9578112,-60.6682209
740,Male,17:52,84,20.7887571,97.0337141
741,Female,5:55,49,55.6558059,37.4793238
742,Male,9:11,64,23.2410273,-106.3949498
743,Female,17:07,81,7.1774408,124.5350175
744,Female,16:51,36,31.77,-106.43
745,Male,2:45,64,-8.0580651,-79.0552494
746,Female,16:51,35,30.292001,71.6657348
747,Male,20:37,92,-31.4753699,-64.2123183
748,Male,9:16,100,44.5159761,21.7315817
749,Female,3:09,52,53.2001742,14.7571949
750,Male,15:10,91,-7.0240255,-76.1327924
751,Female,1:24,32,-6.8447302,108.2427764
752,Female,17:05,74,4.6101062,114.3311718
753,Male,21:38,84,33.720769,115.000183
754,Female,5:14,97,30.169665,121.266579
755,Male,6:59,81,25.8333333,123.5833333
756,Male,10:46,67,37.093946,110.593127
757,Male,6:08,83,57.9330635,45.1806143
758,Male,9:25,61,33.92692,116.475691
759,Male,14:20,14,5.07028,119.89694
760,Male,3:05,98,50.8269051,5.7198625
761,Male,12:49,40,43.2588087,45.4197638
762,Male,10:59,90,36.548365,101.978369
763,Female,15:44,28,48.2046068,33.0697214
764,Female,19:42,94,35.9227705,139.7492367
765,Male,12:05,24,31.070643,113.943274
766,Male,22:42,96,25.575165,111.824739
767,Female,23:07,82,-6.9136675,107.6200524
768,Male,6:10,50,45.697904,0.964671
769,Male,1:58,14,37.4412077,139.8800727
770,Female,7:48,21,4.9497479,-75.958017
771,Female,17:25,46,14.7741387,99.8571416
772,Female,7:33,36,11.3460734,9.6591939
773,Male,12:59,34,25.095277,116.100342
774,Male,16:10,87,55.7368049,37.8286538
775,Male,11:28,28,29.6516537,31.3159513
776,Male,7:43,20,8.4286368,124.2876362
777,Female,8:51,67,32.751027,36.301039
778,Female,6:59,55,13.3587946,121.1711629
779,Male,7:10,54,-11.2750411,-37.7879303
780,Female,6:38,82,30.909922,115.943284
781,Male,7:15,59,7.1064967,124.828232
782,Female,13:06,29,60.3560649,5.3446343
783,Female,4:19,63,-40.7632504,-71.638725
784,Female,15:39,33,21.9588282,96.0891032
785,Male,18:42,58,30.6543991,117.5002172
786,Female,10:43,78,-33.863927,151.201887
787,Female,5:11,71,-7.6832323,110.670528
788,Male,6:58,50,40.215006,70.5696268
789,Female,15:57,70,-20.8420055,-40.7357215
790,Female,19:50,51,43.1118267,17.7054838
791,Male,5:39,74,34.2412845,108.9652643
792,Female,22:17,20,57.6413494,18.546063
793,Female,0:03,71,52.4530993,14.8755999
794,Female,16:33,63,-8.314,123.252
795,Male,11:03,45,9.9785656,-63.2194183
796,Female,13:02,12,-6.5801079,-76.2609463
797,Female,4:49,92,16.4826614,-85.8793252
798,Female,13:57,27,21.2045417,72.839054
799,Female,4:52,94,45.437603,121.094913
800,Female,17:44,60,13.9300945,120.9522977
801,Male,13:23,26,20.3609414,106.5584071
802,Female,4:55,90,-8.3081,113.4586
803,Female,15:58,82,40.2649385,44.6549599
804,Female,14:38,15,41.4981839,-8.3569915
805,Male,15:44,33,11.5471456,4.9656113
806,Female,2:53,95,33.78529,63.24735
807,Female,4:26,47,43.6410973,51.1985113
808,Female,14:32,16,41.307852,-8.3648654
809,Male,18:28,44,60.134938,15.3993708
810,Female,2:39,61,37.1017088,70.5552362
811,Female,16:29,40,21.077764,102.5097274
812,Male,22:08,32,30.172782,111.0765
813,Female,18:13,99,-8.1468836,-78.1721189
814,Male,1:47,89,-6.1989828,106.5996595
815,Male,19:19,23,49.617087,19.353513
816,Female,22:27,51,22.273048,109.975985
817,Male,8:35,51,50.1544063,15.4602634
818,Male,11:14,12,22.405325,107.353437
819,Female,22:44,92,37.031485,118.254644
820,Male,17:30,51,16.8564272,120.7963702
821,Male,4:39,97,37.3100775,-5.9647536
822,Female,23:07,36,29.289085,111.189296
823,Female,3:53,99,13.7341,123.269
824,Male,14:31,48,11.5610083,8.581717
825,Male,22:07,91,14.5458392,121.0044883
826,Female,5:16,17,22.825834,115.003687
827,Male,18:45,78,41.28802,112.627673
828,Female,7:06,13,14.6329018,-90.9259787
829,Female,14:44,27,34.0683214,72.6206912
830,Male,6:49,81,10.6253016,103.5233963
831,Male,19:49,15,49.8247883,30.4053369
832,Female,7:20,19,-7.7766561,112.1579249
833,Male,6:12,57,49.8391504,19.1930625
834,Female,15:57,63,12.0554892,99.855247
835,Male,5:09,63,35.0801925,-2.9475662
836,Male,9:24,78,51.1644956,18.2903712
837,Male,0:58,29,11.7874103,-86.5141817
838,Male,10:27,91,59.3409179,18.0754478
839,Male,2:01,81,14.7324844,100.2824483
840,Male,14:05,28,31.306136,120.6240412
841,Female,5:16,78,41.270347,123.174325
842,Male,8:37,85,49.2515468,17.514286
843,Male,20:56,61,47.23123,98.5714
844,Female,20:05,14,25.112046,99.161761
845,Male,6:18,74,41.3643024,48.5260928
846,Male,8:16,37,57.1887898,14.0089418
847,Female,7:34,77,-6.9569,106.428
848,Male,18:41,12,27.1259886,61.6713386
849,Male,15:48,13,30.939169,100.311368
850,Female,9:47,78,34.949137,104.470279
851,Female,15:39,40,20.6574573,-74.9501034
852,Male,8:11,44,39.0862753,-28.0156811
853,Male,2:38,69,31.221597,121.409352
854,Female,4:53,94,-22.0857976,-70.1930064
855,Female,11:22,16,36.3276673,138.8951009
856,Female,14:40,29,11.3451287,-72.3628361
857,Female,12:18,62,-40.5761897,-73.1149469
858,Female,3:44,99,40.927135,-8.5178319
859,Female,22:16,13,49.0996492,17.5496163
860,Female,6:20,90,38.5994652,-8.4602494
861,Female,22:33,14,43.32807,132.08832
862,Female,22:39,64,48.1933831,13.1657762
863,Female,22:21,86,59.3319489,18.0221451
864,Male,0:29,31,41.3216465,-8.4628586
865,Male,21:35,99,39.5558392,2.5941239
866,Male,6:26,68,29.5945152,70.6008375
867,Male,8:02,30,39.68,-75.75
868,Female,21:25,53,36.9351637,139.9854087
869,Male,22:00,64,52.1327312,18.2293232
870,Male,10:03,81,30.402167,112.899762
871,Male,0:19,92,-6.3874037,106.8620891
872,Male,15:07,61,29.1416432,119.7889248
873,Male,10:06,91,19.4849192,-72.483507
874,Female,10:10,16,39.8768811,-8.9140418
875,Female,11:59,89,-16.4544375,-71.4655565
876,Male,17:00,82,7.5617699,125.6532848
877,Male,16:18,82,9.9165452,-84.1014639
878,Female,10:06,55,-6.6022253,106.199266
879,Female,20:56,65,27.283955,105.291643
880,Female,13:44,89,14.2445365,-16.2728091
881,Male,2:45,77,18.278467,100.179649
882,Female,23:40,52,30.224367,121.167368
883,Female,6:30,23,15.78722,-91.095
884,Male,4:11,60,32.707997,110.341615
885,Male,18:10,69,52.5093,52.0675
886,Male,1:11,19,44.255137,5.262028
887,Female,19:13,35,13.39028,43.96833
888,Male,13:46,19,-6.3761027,106.5849256
889,Male,5:38,93,16.5564748,103.2432632
890,Female,19:05,58,32.943109,35.343616
891,Male,13:37,62,10.9991938,122.6717828
892,Male,4:33,66,14.6710601,102.026135
893,Male,19:06,72,17.1238845,-61.8233706
894,Female,14:10,45,13.91581,44.32414
895,Female,4:59,42,51.3639165,46.0293715
896,Male,4:29,22,-13.2830688,-176.1783832
897,Male,10:47,31,-14.226324,-46.4393054
898,Female,22:43,15,-2.9863926,101.5134398
899,Male,1:53,91,14.5008343,121.0485932
900,Female,18:57,39,40.4869744,-3.6116494
901,Female,15:58,11,36.599744,101.803717
902,Female,17:40,26,48.9172739,31.719254
903,Female,4:26,11,48.5308416,1.4534246
904,Male,9:09,38,40.4776836,45.0525325
905,Female,8:55,71,15.78722,-91.095
906,Male,16:09,21,-7.1701665,108.3296983
907,Female,8:23,40,46.013979,83.663731
908,Female,9:08,32,-10.6670645,-37.9148742
909,Male,23:01,53,30.948905,108.574058
910,Female,12:23,46,49.9899828,18.6926323
911,Female,18:50,15,32.50171,35.16621
912,Male,11:52,41,41.516494,127.464602
913,Male,18:10,93,11.446769,125.491172
914,Male,7:13,56,-7.6377266,110.2722262
915,Male,14:52,16,35.416734,119.526925
916,Female,23:13,70,17.4086426,102.7729369
917,Male,11:43,88,25.386379,114.922922
918,Female,9:40,36,24.1838881,120.617471
919,Male,4:34,78,58.7075528,14.1266322
920,Female,23:20,61,55.9100899,37.4008401
921,Male,1:05,12,45.4693392,-73.4848038
922,Female,23:43,87,51.1018522,47.3045126
923,Female,11:05,59,15.3549925,-91.458364
924,Female,15:39,22,12.309606,121.92404
925,Female,22:59,18,38.1283,46.678551
926,Female,12:12,46,29.731101,116.251947
927,Female,8:44,83,34.782718,105.656922
928,Female,8:40,93,50.8177069,15.7230035
929,Male,8:43,33,31.074215,121.549557
930,Female,2:08,64,43.6753017,45.1243099
931,Female,6:40,46,14.91441,120.894496
932,Male,9:02,47,25.7829542,88.8982666
933,Female,16:20,76,45.0577954,34.605095
934,Female,9:15,81,22.9627499,90.1838976
935,Female,17:07,51,50.7917257,21.2322042
936,Female,8:39,97,48.3114598,40.2585579
937,Male,3:43,15,11.7913106,42.8796227
938,Female,1:26,77,9.3730352,122.7631154
939,Male,16:03,93,49.0511571,4.0911917
940,Male,11:49,41,34.509325,119.751715
941,Female,20:52,42,29.299853,108.777742
942,Male,23:37,41,-22.2592565,-50.9706116
943,Female,8:43,84,32.90871,35.63198
944,Female,16:22,13,14.6208802,121.0425592
945,Female,22:24,27,18.3267954,-77.0075055
946,Male,20:01,99,29.2604745,80.9318332
947,Female,3:33,52,52.08234,5.1175293
948,Female,16:20,56,-34.7486079,-56.2338461
949,Male,3:58,38,47.9318074,5.2893597
950,Female,15:01,68,40.1479131,44.4316784
951,Female,7:41,78,49.3909134,30.1988199
952,Male,4:01,76,14.628828,121.1217909
953,Male,14:04,88,-19.0098182,47.1800893
954,Female,22:46,47,56.0017,55.928
955,Female,3:00,11,36.933812,116.638327
956,Male,14:08,24,41.1768699,61.402695
957,Female,16:52,100,-7.869171,110.1236245
958,Male,8:28,30,36.595457,53.2099707
959,Female,17:59,85,52.8669497,24.8920219
960,Male,22:19,54,45.506995,124.292626
961,Male,19:08,27,42.25785,118.886931
962,Male,20:43,50,-20.6869406,-41.4812771
963,Female,4:08,98,38.1162631,140.8585745
964,Female,4:35,55,43.0429124,1.9038837
965,Female,22:28,57,-0.0998238,34.2747004
966,Female,19:30,77,50.7036309,18.995304
967,Female,16:16,73,27.487021,110.894824
968,Female,14:09,73,59.362551,18.0343914
969,Female,18:00,23,31.2802667,34.2401914
970,Female,19:26,14,-20.5503886,-47.3951378
971,Female,9:58,43,-6.939897,106.9506175
972,Male,18:42,54,48.9200144,17.1656129
973,Male,4:24,16,5.8734472,124.8979544
974,Male,12:29,79,48.7114913,23.1850055
975,Female,15:51,50,45.1604718,14.7725567
976,Female,23:16,97,49.7291343,18.2354187
977,Female,8:50,48,-23.3233727,-46.7294577
978,Male,2:19,66,16.6900154,121.5455394
979,Female,12:32,25,49.7709133,17.1214423
980,Male,9:30,71,13.8274278,100.3666326
981,Female,2:25,91,31.491169,120.31191
982,Female,19:35,62,53.2408084,39.9633318
983,Male,5:53,32,26.6674,113.449709
984,Male,16:45,45,39.5421345,-118.5736924
985,Female,11:03,55,45.8272842,20.4615173
986,Male,7:24,12,57.3423349,13.7300442
987,Female,2:54,26,20.5599652,-76.9095647
988,Female,23:43,23,45.3098715,18.8818902
989,Female,20:32,29,12.8371919,-4.9221114
990,Male,1:01,36,14.5458392,121.0044883
991,Female,14:06,20,-6.9924,113.3859
992,Female,6:20,89,2.18873,98.61185
993,Male,18:54,18,29.1520649,120.3168231
994,Male,18:52,26,52.5177754,29.5970434
995,Male,3:08,41,52.7201592,30.569225
996,Male,0:51,70,13.9483457,100.791665
997,Female,13:20,14,26.497765,101.738528
998,Female,10:07,60,16.4588779,-15.6940454
999,Female,21:48,95,-10.1749074,123.9136675
1000,Male,21:50,75,25.290184,117.419998
