id,gender,military_time,age,latitude,longitude,location_danger
525,Male,14:37,96,45.521519,3.5276642,2.8
526,Female,21:43,93,-7.0051453,110.4381254,3.82
527,Male,16:17,33,40.4369802,-7.9617993,0.8
528,Male,2:07,97,40.2047139,44.5128424,0.29
529,Male,11:33,32,14.152911,122.672945,1.51
530,Female,4:57,76,14.6688068,121.1138058,0.04
531,Female,16:30,22,32.7630282,12.7364962,3.94
532,Male,19:30,27,-9.7451212,124.6082018,1.71
533,Female,4:19,68,49.9164727,18.1627822,1.03
534,Female,15:17,40,4.9237913,-52.3205637,4.19
535,Male,7:00,46,-8.2531136,117.7959713,1.44
536,Female,22:54,23,36.040428,50.5446161,1.35
537,Female,1:20,41,49.3197453,17.0367923,3.11
538,Male,19:49,41,53.4249712,58.9688869,0.59
539,Male,19:43,99,-38.9568843,-68.1247915,3.82
540,Female,15:08,56,37.4703686,22.1773357,0.5
541,Female,18:32,47,-6.3396406,106.9889904,4.05
542,Female,20:08,99,49.8408677,35.3145782,1.45
543,Female,13:26,90,40.9357866,20.2899237,2.14
544,Male,5:51,49,43.0641899,141.4864943,4.57
545,Female,15:47,83,-8.2446702,123.1428348,0.94
546,Male,20:11,87,44.1640152,3.8481099,0.14
547,Female,16:04,35,31.5547633,-84.06035,1.27
548,Female,12:58,94,44.6233945,-73.5346134,1.06
549,Female,16:39,13,-37.0340769,-73.1404838,2.24
550,Male,21:13,31,66.6557632,66.3898319,3.41
551,Female,17:29,96,35.86166,104.195397,1.96
552,Female,2:44,63,52.6545685,41.4475479,2.85
553,Male,16:49,34,45.965631,121.86699,1.72
554,Female,23:51,98,12.6107413,122.2756648,2.26
555,Male,8:13,64,5.668899,-72.994095,2.56
556,Female,17:45,11,15.1385669,-23.2066909,0.31
557,Female,22:12,84,43.6522553,45.3106104,0.66
558,Male,19:56,88,59.8879013,10.802721,2.83
559,Male,14:51,35,29.528923,104.990101,1.05
560,Female,20:37,41,21.694896,110.307347,3.83
561,Female,23:12,66,5.3191534,-4.2564094,0.52
562,Male,16:23,78,-6.4048381,106.0140586,4.76
563,Male,1:18,43,37.189822,112.176206,2.42
564,Male,21:20,71,-9.4118909,124.4918988,2.27
565,Male,1:57,51,29.339476,105.287612,4.2
566,Male,7:23,71,35.0211643,33.1773203,1.84
567,Male,10:54,49,-7.3254723,108.207356,3.53
568,Male,17:45,32,53.4507552,84.1556369,3.53
569,Male,4:52,43,46.6380789,126.9919589,3.54
570,Male,14:28,67,13.559532,123.2715608,1.44
571,Female,2:44,74,47.7129895,35.533341,4.29
572,Female,11:01,37,28.228209,112.938814,3.36
573,Female,13:47,15,31.1446955,118.575306,4.01
574,Female,20:41,71,14.9817467,-87.8893383,3.36
575,Female,16:26,86,59.3582766,17.8838787,0.11
576,Male,9:41,54,-7.3441,108.2158,3.95
577,Female,22:45,65,40.0249257,44.4540632,3.3
578,Female,5:55,12,29.809116,119.781131,0.34
579,Male,2:56,74,37.5267674,15.0586639,0.15
580,Female,7:57,29,43.2467751,26.5761136,1.2
581,Male,1:52,88,35.4755834,44.4075911,0.23
582,Male,13:10,71,-20.344124,164.4393897,3.74
583,Male,10:25,45,-24.0021525,-48.3502883,0.24
584,Female,22:06,22,33.958503,112.170211,4.21
585,Female,20:42,34,-8.6885822,118.7678981,4.07
586,Female,0:16,54,23.404165,113.220218,1.46
587,Female,3:48,82,46.2686934,95.2732977,3.9
588,Female,20:34,27,8.8498948,99.4117197,3.04
589,Female,12:52,29,-6.86277,109.6222698,3.4
590,Male,0:30,88,-8.4412858,113.7870822,4.73
591,Male,14:13,90,16.1069981,108.2521815,1.88
592,Female,22:40,64,24.880992,118.71899,4.27
593,Male,14:59,58,44.6711569,20.5029521,1.69
594,Female,6:41,11,57.4570045,48.5429875,3.74
595,Female,2:31,81,6.8429422,7.3732655,2.53
596,Female,7:41,82,50.7643672,21.6390801,2.0
597,Male,14:48,88,-11.388934,43.390991,2.09
598,Male,21:40,69,19.2199,-70.81905,2.34
599,Female,0:33,37,-6.806232,110.890105,0.82
600,Male,3:48,87,-31.782493,-70.9607105,2.36
601,Male,7:03,25,16.2107446,102.4839212,1.59
602,Female,0:45,83,-7.6492089,111.4395128,0.94
603,Female,14:40,35,50.5089112,26.2566443,2.92
604,Female,12:28,82,3.8144237,-76.247912,3.32
605,Female,11:34,41,-4.4238447,26.6700737,0.44
606,Male,20:59,81,52.4908529,20.7239452,0.34
607,Female,8:03,24,11.0480972,124.3824669,0.37
608,Female,21:48,92,1.5592261,99.0792263,1.82
609,Female,1:12,40,14.5715303,121.0235132,0.86
610,Male,0:50,10,6.0593972,124.4870869,4.73
611,Male,20:12,12,40.458916,-7.8775484,4.03
612,Female,3:08,55,39.9996674,116.3264439,4.16
613,Male,13:56,90,32.060255,118.796877,3.82
614,Male,6:12,47,6.9185192,79.9390794,0.67
615,Female,16:17,88,43.4945737,5.8978018,2.07
616,Female,6:30,79,16.1797497,107.7215969,2.4
617,Female,16:41,32,0.10144,127.43402,0.34
618,Male,11:19,33,41.027474,21.335741,0.91
619,Female,12:33,69,32.253408,111.728218,2.07
620,Male,11:21,30,-8.5139,122.541,1.92
621,Male,22:30,58,67.278155,14.4159346,1.79
622,Female,19:13,43,61.1331274,74.8362662,4.1
623,Female,21:56,26,40.533557,19.5954894,2.68
624,Female,0:22,96,26.319938,113.810157,3.17
625,Male,19:51,79,59.2889777,18.3689021,0.69
626,Male,16:31,18,41.0909864,-8.4901287,2.4
627,Female,11:59,94,-6.5978669,106.635025,0.68
628,Female,15:14,54,-8.614365,120.466499,2.84
629,Female,21:36,44,39.95,-75.16,4.28
630,Male,2:50,97,62.6274285,23.8122978,3.51
631,Male,14:57,94,26.6761327,31.4945887,1.57
632,Female,3:48,48,23.6474523,94.4027782,1.77
633,Male,17:42,100,-15.2982834,-69.9818327,3.88
634,Female,4:31,18,38.8974442,-77.0296868,0.58
635,Female,5:28,16,0.7821696,120.5307881,3.53
636,Male,22:42,77,56.3996976,61.8799755,1.92
637,Female,17:40,19,41.4636032,69.1809574,1.18
638,Male,14:05,23,54.2681766,-110.7200371,3.48
639,Male,7:02,53,8.1393408,4.7174062,3.84
640,Female,0:32,49,47,77.26667,3.83
641,Female,4:16,72,59.7457795,29.623955,2.4
642,Female,17:12,91,3.9671435,103.40391,3.83
643,Male,9:00,20,-7.4178714,108.6917922,3.34
644,Female,18:00,71,14.5655642,121.032693,4.33
645,Female,19:40,17,45.4131077,79.917079,1.84
646,Female,3:16,27,57.708244,27.8608831,4.82
647,Female,10:10,33,40.798124,120.5550729,1.23
648,Female,15:01,19,48.8129209,2.2385405,2.55
649,Female,10:39,51,59.021857,10.083357,1.13
650,Male,18:28,71,63.8310311,20.2434458,1.33
651,Male,2:09,18,-6.2916321,106.9593926,0.72
652,Female,16:41,71,49.4562624,20.2835741,1.43
653,Female,20:53,24,23.199183,113.256439,4.26
654,Female,17:04,85,54.2618911,36.15775,1.71
655,Female,13:39,96,19.4838854,-99.1135903,2.41
656,Male,1:44,34,38.4613914,70.7896966,2.47
657,Male,4:45,70,55.5449766,13.953453,4.37
658,Male,22:52,100,-14.2697392,-170.6618234,3.33
659,Female,9:17,93,-8.7393595,-35.4562795,1.61
660,Female,21:23,98,48.8505771,2.4273906,2.54
661,Male,8:47,53,48.019573,66.923684,1.91
662,Male,5:09,72,50.111779,18.7966419,3.79
663,Male,22:59,73,34.909793,108.980102,4.05
664,Female,1:09,53,5.3523231,100.3573891,0.04
665,Male,6:31,58,18.4529003,105.7644596,3.51
666,Male,1:12,59,-6.9547303,107.3787448,1.15
667,Female,11:53,38,24.171911,115.331919,2.85
668,Male,10:40,65,40.2365225,-8.5110798,1.22
669,Male,20:09,72,55.4857103,60.8751953,4.66
670,Female,4:49,34,26.82808,114.835777,2.14
671,Male,4:29,78,45.9773921,39.3668159,1.84
672,Female,20:58,93,12.5794519,3.8938528,3.57
673,Female,3:57,94,34.326903,108.117456,4.19
674,Female,21:41,43,30.600064,114.309091,3.58
675,Male,0:18,26,30.107387,121.402682,1.44
676,Female,16:51,52,43.047003,26.3391256,3.99
677,Male,2:47,59,61.0678389,22.5515075,0.73
678,Female,10:40,45,38.9423498,-9.3447224,1.96
679,Male,13:17,39,41.2592586,-8.3332193,4.14
680,Female,5:56,95,-30.4015687,27.7080133,2.05
681,Female,15:09,56,-20.2884188,57.3779066,0.89
682,Male,21:59,66,-4.0644217,35.3548545,4.35
683,Female,7:13,16,-8.4592507,-76.4619911,1.49
684,Male,18:10,61,55.4055305,38.2447393,0.99
685,Female,10:16,17,36.649364,51.4887307,1.58
686,Female,14:33,51,38.9814589,139.934112,1.77
687,Female,21:28,59,14.602493,-90.5279231,1.94
688,Male,15:20,51,-18.3958665,-40.1862129,1.88
689,Male,0:40,73,45.089753,-64.3623382,4.17
690,Male,11:11,32,29.432849,110.923502,0.64
691,Female,7:46,95,14.5697429,121.0190818,2.32
692,Female,2:04,15,18.3417854,-99.5171206,1.52
693,Male,10:07,87,12.3856506,125.3027214,0.83
694,Female,23:50,25,23.701262,117.430061,2.96
695,Male,19:53,40,45.2957261,18.6218398,0.69
696,Female,16:34,24,6.3726849,125.1367621,2.38
697,Male,16:04,36,41.2357155,-8.4171648,0.06
698,Male,1:01,71,35.907757,127.766922,4.13
699,Female,17:54,34,-31.3950849,-64.2390612,3.72
700,Male,4:53,70,41.7268086,129.6850661,1.85
701,Female,9:05,60,-19.9433029,-44.3413836,0.17
702,Female,6:04,37,41.4252912,-8.5601403,1.48
703,Male,9:17,23,21.241735,-77.8267218,0.53
704,Male,6:25,58,10.148976,-73.960233,2.66
705,Male,20:11,46,44.026332,125.88298,3.6
706,Male,1:52,36,-5.5844754,105.4771084,2.14
707,Male,18:12,99,-8.0119417,111.8941208,2.41
708,Female,17:54,67,-6.2433851,105.9200531,3.67
709,Female,14:12,73,60.1996809,24.8958285,0.06
710,Male,0:57,80,-6.7836529,111.1384418,3.15
711,Male,18:09,56,13.3888199,102.1175404,4.9
712,Male,10:49,18,50.2895924,17.3087111,2.24
713,Male,7:45,97,-38.9396947,-68.2376186,1.74
714,Female,16:55,57,49.794945,17.865273,1.25
715,Female,7:49,61,14.9380064,121.0208817,0.53
716,Male,18:34,56,24.660261,112.297428,0.3
717,Male,20:36,97,-7.7766561,112.1579249,2.31
718,Female,22:47,36,14.5694485,121.1877062,3.3
719,Male,9:29,53,61.5071877,26.4821156,4.29
720,Female,0:13,13,46.280212,-0.4601725,3.52
721,Male,18:45,71,44.32554,133.48134,2.05
722,Male,11:55,61,-6.8618246,106.8606139,2.04
723,Female,2:39,80,25.648962,111.675265,1.61
724,Female,12:22,97,45.4885295,41.1600688,3.71
725,Female,10:46,86,-7.4111208,108.1221146,1.6
726,Female,10:34,56,-4.9652806,23.4478441,3.54
727,Male,17:41,29,29.7440687,106.9762193,3.19
728,Male,6:45,87,29.270311,88.880492,4.57
729,Female,17:14,92,5.9295558,-0.9725085,0.37
730,Male,8:33,36,43.25,67.65,2.95
731,Male,18:58,95,25.941937,117.365052,2.77
732,Male,3:36,57,-8.7517433,122.0183914,1.37
733,Male,4:52,39,-7.8426533,110.3859913,1.44
734,Male,14:10,56,12.2200003,123.4869995,2.7
735,Female,7:42,97,22.993423,113.718807,1.26
736,Male,22:37,74,45.180548,0.768949,0.08
737,Female,1:18,42,-7.1281508,-76.6506567,0.0
738,Male,22:02,65,41.217649,123.1966721,4.49
739,Female,0:23,91,-31.3854988,-57.9600793,3.48
740,Male,15:34,57,-25.0324274,25.7486438,3.98
741,Male,4:27,48,13.9702519,100.6035503,1.02
742,Female,22:16,29,8.5914775,16.0757749,3.79
743,Female,7:40,15,10.332444,4.464398,0.22
744,Male,9:51,28,30.916426,118.734651,1.83
745,Female,7:36,82,41.399671,-8.4737713,4.78
746,Male,8:51,12,34.75245,109.239163,2.88
747,Male,15:54,27,51.55352,118.3446,4.78
748,Female,7:47,98,11.383932,107.5386809,0.86
749,Male,0:06,68,49.243003,2.510652,4.93
750,Male,12:15,95,30.3312397,120.1534039,1.49
751,Male,4:57,96,6.1205312,-75.2803017,2.81
752,Male,7:24,99,55.0359955,61.3717568,3.69
753,Male,7:13,98,22.795672,-82.5131717,4.44
754,Male,10:36,91,9.1261664,-12.9176518,4.53
755,Female,20:03,89,48.47092,24.94678,2.62
756,Male,3:53,90,69.63186,18.9221,0.71
757,Female,3:44,32,-17.4850319,16.3287199,1.69
758,Female,6:00,63,-7.0631844,107.7843483,4.12
759,Male,14:10,17,13.5497754,100.2740821,0.94
760,Male,12:26,26,46.06257,90.144596,2.03
761,Male,20:12,95,41.0394198,-8.5359207,2.72
762,Male,10:01,14,29.705077,116.00193,0.33
763,Male,10:12,67,5.2843859,-75.259705,1.17
764,Female,18:20,52,51.114514,22.3898739,1.08
765,Female,22:06,63,41.8784851,-87.627893,3.62
766,Female,21:40,51,22.517585,113.39277,2.22
767,Male,1:33,22,47.9838092,-4.0325499,0.43
768,Female,14:34,72,50.3907682,17.0027214,4.19
769,Male,6:18,16,8.433959,-69.177223,1.67
770,Female,2:45,74,12.2270347,123.2823247,0.69
771,Female,19:58,23,13.9448964,-86.8508942,0.15
772,Male,5:37,24,-0.4050276,100.9354944,3.39
773,Female,0:21,33,-34.4418692,19.4538014,1.13
774,Male,9:51,34,29.830962,104.848829,3.87
775,Female,5:11,27,-6.9704825,111.4350413,0.55
776,Female,13:56,68,25.6218514,51.0835811,3.17
777,Female,5:24,47,50.9811092,17.0357954,2.75
778,Female,2:53,99,58.9482486,23.5370533,0.77
779,Male,17:38,31,39.07,-84.53,4.91
780,Female,6:12,100,52.6053795,39.5788904,4.31
781,Male,18:53,97,34.208655,107.788999,4.41
782,Female,0:39,45,37.7985543,139.189766,3.34
783,Male,14:21,41,9.442426,123.236968,4.83
784,Male,3:06,83,-34.7791734,-55.2314448,1.29
785,Female,18:34,73,44.4421587,8.7866738,1.39
786,Male,15:23,100,31.238854,121.331694,4.03
787,Female,18:01,55,48.0147763,15.2299747,2.19
788,Male,17:33,64,53.8917777,15.7118669,1.4
789,Female,23:11,49,-7.633333,108.133333,1.0
790,Male,23:41,56,44.0570174,4.0057868,0.63
791,Female,8:06,43,18.2855395,99.5127895,0.41
792,Male,23:46,72,-3.361378,29.3598782,1.79
793,Male,21:52,37,-8.512723,115.0906448,1.16
794,Male,6:13,58,52.3979454,23.8257811,4.91
795,Male,8:10,56,-11.7956851,-37.9447996,3.88
796,Female,8:25,95,28.642843,111.161288,1.41
797,Female,23:00,97,39.21074,101.66898,4.63
798,Male,6:40,67,34.683646,112.469023,4.52
799,Female,9:49,60,47.5155739,40.8140313,4.67
800,Male,1:18,83,22.568299,113.485598,3.91
801,Male,2:55,63,32.610076,101.529663,0.63
802,Male,17:03,28,4.809984,-74.354009,3.68
803,Male,2:20,14,14.6639812,121.022408,2.13
804,Female,16:36,96,28.97844,117.151796,3.69
805,Male,10:04,84,31.245723,118.549164,3.27
806,Male,9:56,53,-4.083144,137.179103,0.26
807,Female,4:44,94,18.8104433,-71.2236939,0.76
808,Female,11:53,83,33.772391,106.079271,2.46
809,Male,0:03,97,28.190756,113.038578,3.19
810,Female,10:22,11,53.2691975,29.4765175,3.27
811,Male,17:53,38,13.8093174,-87.2593454,4.29
812,Male,6:17,84,10.5083266,106.8635004,2.83
813,Male,2:08,55,48.659828,102.625198,3.84
814,Male,15:56,70,-9.8691816,124.6662951,0.54
815,Female,1:13,78,14.565668,121.0317737,2.99
816,Female,11:44,76,52.5077777,5.4757709,4.42
817,Female,20:45,32,22.9627499,90.1838976,0.25
818,Female,20:33,48,27.3306951,103.7137773,3.52
819,Female,7:03,88,52.7374494,20.7171134,4.75
820,Male,18:57,54,-18.2898667,32.043969,3.31
821,Male,6:33,95,24.781681,118.552365,2.57
822,Male,16:04,27,-10.2689776,123.6755579,4.6
823,Male,9:31,68,57.9901314,56.2090194,1.3
824,Female,23:29,68,40.0534636,44.5135399,2.06
825,Female,2:05,26,-7.0058265,107.6306684,4.83
826,Female,13:18,59,34.67719,73.02329,0.37
827,Male,4:27,22,-34.5484605,-58.5717015,0.25
828,Female,6:31,91,2.9878652,101.549066,0.19
829,Female,10:04,58,58.4755075,13.8583744,4.84
830,Male,14:24,35,11.2533569,122.7339098,2.03
831,Female,3:03,11,9.673631,123.326062,3.92
832,Female,3:28,65,50.3575196,21.5421579,3.52
833,Male,22:47,23,-3.9257199,29.9899512,4.61
834,Male,13:42,95,-29.7132471,-52.8312661,3.85
835,Male,3:49,17,21.244721,110.455332,0.81
836,Male,14:28,91,30.701369,111.98348,4.41
837,Female,14:29,58,49.6488646,1.7314818,2.77
838,Male,14:02,38,-1.7864953,37.6311071,0.83
839,Male,5:19,48,-17.8766507,30.6775054,3.61
840,Female,2:11,11,62.4232512,21.4744125,0.28
841,Male,3:42,50,38.5833406,-9.1500588,4.9
842,Male,20:48,31,32.036154,96.842945,2.83
843,Female,11:08,80,47,77.26667,3.99
844,Female,11:57,27,-6.813931,108.1784455,1.14
845,Male,3:49,76,-29.5137043,-51.99249,1.22
846,Female,21:29,37,50.2867981,16.0442852,0.89
847,Male,12:37,79,53.32112,-6.2398782,1.79
848,Male,14:15,82,-7.5450262,111.6556388,0.93
849,Male,18:57,88,35.0725969,138.9363063,4.15
850,Male,23:46,30,37.9380499,22.836589,2.35
851,Female,1:02,42,-10.5398609,121.9387783,3.22
852,Female,12:57,23,-36.6062618,-72.1023351,2.86
853,Male,5:24,65,41.2511521,-8.3148854,1.49
854,Female,19:01,93,40.7172049,-8.3625148,2.21
855,Male,18:12,93,49.2215531,16.2941515,3.9
856,Male,19:36,72,32.993182,110.425983,0.62
857,Male,15:52,81,11.0990419,122.6533918,2.12
858,Male,7:37,16,45.764339,4.768427,2.81
859,Male,22:10,18,40.546361,117.659499,0.76
860,Female,11:09,32,52.1350237,83.3181593,0.67
861,Female,0:24,46,55.69153,37.493374,0.61
862,Male,6:18,36,52.4506032,19.6362734,4.73
863,Female,10:22,83,-11.7602273,27.2499749,3.44
864,Female,5:12,24,15.1048617,120.9216776,3.87
865,Female,8:21,40,-7.7285206,110.7897275,1.85
866,Female,23:53,41,49.8417042,5.1214901,2.97
867,Male,21:57,81,54.1858234,32.6467726,2.07
868,Female,10:43,82,16.1131855,103.9056032,2.99
869,Female,23:20,15,-6.6906402,-35.5000999,1.61
870,Male,6:27,52,-26.4417804,31.9416226,2.29
871,Female,5:52,32,18.3653596,-76.8922729,3.39
872,Male,12:05,72,-7.6411786,112.6377432,1.39
873,Male,19:42,21,1.140872,-77.8645669,3.63
874,Female,20:55,18,40.025532,44.5593439,0.83
875,Female,4:30,28,-8.3014,123.4519,1.36
876,Female,1:57,17,14.6861696,120.9975866,4.63
877,Male,11:32,10,47.182723,123.00932,0.78
878,Female,3:37,88,10.3696393,-66.9571026,1.25
879,Male,20:06,56,16.2725431,107.9394761,2.25
880,Female,2:42,76,42.0469772,19.8960968,0.87
881,Female,12:25,11,46.08336,-73.18245,3.84
882,Male,19:13,54,34.326903,108.117456,1.72
883,Female,21:52,88,27.8120208,66.6116916,3.24
884,Female,14:08,49,2.9614905,98.2705298,4.78
885,Female,9:51,27,14.570924,121.0276584,4.54
886,Female,22:31,11,-1.6196441,13.6015463,2.6
887,Male,21:37,53,8.1180013,123.9864049,2.98
888,Female,0:02,95,-8.7678593,160.6960306,2.08
889,Male,12:50,24,56.8593954,16.8197697,0.88
890,Male,10:28,18,39.2008462,125.6765362,2.41
891,Male,18:31,35,33.570769,117.015187,3.04
892,Female,16:26,63,44.8948219,19.8640376,3.34
893,Male,19:57,100,57.6734233,14.9774312,4.41
894,Male,18:46,83,-12.1695811,44.40047,4.13
895,Female,0:27,18,47.31878,130.274684,4.33
896,Male,8:26,97,1.0565562,124.4946697,4.3
897,Female,22:27,32,55.86667,37.5,2.72
898,Female,21:26,14,-31.6577222,-60.7829517,4.89
899,Female,15:36,20,41.5654743,-8.408069,4.7
900,Male,17:59,96,-24.988061,25.3430203,3.79
901,Male,19:21,74,-3.3973104,38.5559336,2.41
902,Female,19:02,48,45.79817,109.31826,3.13
903,Male,1:01,21,-7.7798092,110.3562018,4.0
904,Male,7:18,63,-8.0914709,112.718192,4.36
905,Male,10:25,43,51.811764,18.7885677,1.99
906,Male,10:28,65,-20.326049,57.7700645,2.71
907,Male,21:38,17,59.7414102,10.2299413,1.24
908,Male,12:16,74,51.6631882,19.489958,0.88
909,Female,13:43,49,38.238247,114.491954,0.58
910,Male,4:05,36,1.7145909,127.9678652,1.23
911,Female,1:01,12,0.66643,-76.87192,2.46
912,Male,23:00,100,-6.9011055,113.7543578,4.15
913,Female,13:04,58,43.4945737,5.8978018,3.16
914,Male,2:46,54,18.8962696,-96.9417785,3.38
915,Male,4:55,72,8.4478637,-65.3807101,3.74
916,Female,19:06,12,43.9760578,17.5275042,1.09
917,Male,21:36,42,47.1036608,0.3010983,0.16
918,Female,10:46,95,-11.7659957,-75.4723411,1.11
919,Male,22:23,23,29.1082924,119.6364468,1.8
920,Female,14:22,73,-7.2792087,112.7657727,2.94
921,Male,9:20,84,39.8914201,-8.767762,4.14
922,Male,10:44,12,47.0163969,-68.1430029,0.56
923,Female,11:07,31,23.1635991,-82.2854848,1.44
924,Female,2:32,34,16.0213558,100.417181,3.08
925,Male,22:45,64,57.5002589,12.7091837,2.45
926,Male,21:34,16,25.7572143,-102.9838564,2.2
927,Male,18:42,19,40.3698651,48.1644626,2.42
928,Female,2:35,74,46.424008,123.674166,1.46
929,Male,17:30,87,33.404544,114.418181,0.62
930,Male,18:53,34,8.3839026,123.2857418,3.06
931,Male,14:39,15,49.2030849,25.9034702,4.55
932,Male,22:16,90,29.756501,121.507191,4.43
933,Male,19:23,48,14.160407,-87.0399404,1.36
934,Male,20:32,28,53.3604483,-6.1942058,2.52
935,Female,22:13,54,8.6899208,6.663812,3.09
936,Female,4:44,47,19.716697,100.226423,4.41
937,Female,13:19,36,35.3158333,80.9158333,1.06
938,Male,12:39,24,43.6227518,1.5256514,4.97
939,Female,4:53,37,49.5730119,22.0608204,0.03
940,Male,3:10,30,42.4576548,-2.4407498,2.61
941,Male,16:39,36,40.2544003,44.6027766,1.86
942,Female,18:37,24,32.72692,67.63696,0.87
943,Male,7:41,68,24.168957,102.405819,1.3
944,Female,13:48,66,13.81967,100.0601382,4.01
945,Male,7:29,44,48.5264861,25.5701022,0.6
946,Male,18:45,83,8.7504833,124.7798258,1.81
947,Female,20:45,62,32.40792,35.70802,4.2
948,Female,12:21,71,58.5469521,15.0353001,2.03
949,Male,19:22,71,5.6810774,95.1171505,2.24
950,Female,23:30,25,28.533752,100.270651,3.31
951,Female,11:58,90,39.7553682,-8.7451818,1.73
952,Female,8:53,92,-22.0157824,-47.8847321,1.56
953,Male,11:53,60,30.2733296,120.1672735,0.28
954,Female,21:02,95,-33.0095283,-71.2595888,0.07
955,Female,7:13,90,50.1801755,28.7362455,1.17
956,Male,23:55,69,39.4825368,-8.609605,1.57
957,Female,21:17,15,5.082453,-73.365046,3.95
958,Female,20:12,28,49.7578885,15.4826417,2.03
959,Female,21:08,34,46.589309,125.103784,2.03
960,Female,11:19,43,-7.1501862,108.8105899,1.38
961,Male,0:19,90,43.7365869,27.2601131,2.17
962,Female,6:26,80,35.963912,105.729085,2.41
963,Male,6:44,89,-7.5904342,108.7630664,1.41
964,Female,11:41,80,-7.6185371,110.6013327,4.72
965,Male,18:07,49,-8.1565483,-35.3685679,2.92
966,Female,11:40,47,-26.4822209,-49.073477,3.26
967,Male,11:51,65,-7.1757667,111.5811123,3.75
968,Female,17:57,82,16.5662,121.263,3.94
969,Female,10:50,38,43.05207,58.84596,1.73
970,Male,9:33,24,5.98111,121.21472,4.13
971,Female,15:46,43,44.1675867,2.0308233,4.39
972,Female,15:07,62,39.3131016,-9.1836701,1.29
973,Male,5:21,63,-22.3595631,-47.3853435,4.07
974,Female,0:42,34,39.50308,64.81142,3.88
975,Male,4:09,26,-38.9156735,-67.9800178,4.88
976,Female,12:34,30,37.1212974,79.9088564,3.14
977,Female,9:54,76,32.8718172,36.574293,2.16
978,Female,5:19,66,20.9425179,-17.0362272,2.11
979,Male,21:33,10,34.348841,118.993664,1.43
980,Male,3:43,67,-14.51688,-71.88636,2.72
981,Male,16:44,73,56.6226418,15.5189476,0.93
982,Female,12:19,59,56.7458379,24.4061069,2.52
983,Male,14:40,10,48.1717603,27.2980562,1.5
984,Male,16:11,63,12.926603,100.949131,0.12
985,Male,22:10,38,28.947331,111.633245,1.54
986,Male,1:07,38,-7.4039153,112.7718209,3.09
987,Male,19:40,72,44.0264621,5.0852479,4.04
988,Female,6:41,66,-7.5699505,108.932395,1.66
989,Male,14:02,14,32.3196827,15.1025075,3.36
990,Male,4:02,55,57.9331563,55.34672,4.7
991,Female,16:58,24,-1.3928344,-78.4268758,4.45
992,Male,6:12,98,43.4945737,5.8978018,4.73
993,Male,17:36,16,58.4633132,36.4116086,1.14
994,Female,5:04,41,43.53121,1.402934,3.29
995,Male,22:38,54,10.74044,-74.755272,0.13
996,Female,3:34,30,59.853262,17.6356163,4.67
997,Female,3:23,37,39.405075,117.441505,2.25
998,Female,19:24,77,51.7181762,17.7257496,2.92
999,Female,19:08,73,20.7019477,105.3306814,0.38
1000,Female,11:03,31,-6.3517979,106.1078627,4.59
